id,movie_name,synopsis,genre
6204,Left for Dead- The Infection (The Series),A post-apocalyptic anthology web-series following the story of two best friends on their daring survival journey in a wasteland littered with the undead.,action
49543,Affliction,"A teen girl is haunted by a dark spirit, only to discover that the demon has come to fulfil a curse on her.",horror
70648,Minsan isang tag-init,THE SCORCHING-HOT WEATHER IGNITES EVEN MORE THE THE PASSION OF YOUNG LOVERS.,romance
14725,Untitled Star Wars Film,The plot is unknown.,adventure
54800,Black Glove,"Black Glove is a Fashion Noir film that follows three friends who travel for an Independence Day vacation, but their encounter with a beautiful woman ends up in an investigation. No one is to be trusted, and nothing is what it seems.",mystery
37845,Petite Maman,Nelly has just lost her grandmother and is helping her parents clean out her mother's childhood home. She explores the house and the surrounding woods. One day she meets a girl her same age building a treehouse.,fantasy
69785,Lovers Without a Dime,"In high hopes of creating a better future for themselves, a hopeless trio of perfect strangers team up, and one of them poses as the missing nephew of a rich Greek-American. But, what if the real one decides to turn up after so many years?",romance
22176,Lilies,"When a bishop comes to a prison to hear the confession of an old friend he is forced to watch a play, performed by the inmates, about their youth together, love and betrayal.",crime
85708,Occupants,A documentarian named Annie has roped her husband into a project that involves setting up cameras throughout their house. Complications arise when the cameras start showing that same couple in an alternate universe.,thriller
16635,Swan and Crow: The Tulum Machine,A flamboyant British spy and his specially-skilled governess with a mysterious past set sail aboard battleship HMS Warspite to prevent a Russian terrorist from stealing a weapon that would determine the fate of communism and the world.,adventure
21975,Rules of the Trade,Rules of The Trade is a suburban crime drama about an intelligent but lonely drug dealer who's unlucky in love until he meets the love of his life on an online dating site.,crime
3844,Geoul sokeuro,"An ex-cop, now working as a security guard in a shopping mall, tries to uncover the secret behind a series of mysterious deaths linked to mirrors.",action
83097,Baba Kalyani,Very intelligent police officer comes to investigate in Kochi for terrorism and terrorist.,thriller
64039,Love Happens,"A widower whose book about coping with loss turns him into a best-selling self-help guru, falls for the hotel florist where his seminar is given, only to learn that he hasn't yet truly confronted his wife's passing.",romance
56787,Seven Blood-Stained Orchids,"A woman, a survivor of a failed murder attempt by the so-called ""Half-Moon Killer"", and her husband try to find a connection between herself, six other women, and the killer.",mystery
24481,Back to the Wharf,"An escaped convict for negligent homicide returned to hometown after 15 years, only to be haunted by his past, and got mixed up in a scheme involving the daughter of his victim.",crime
6753,In My Mother's Skin,"Stranded in the Philippines during World War II, a young girl finds that her duty to protect her dying mother is complicated by her misplaced trust in a beguiling, flesh-eating fairy.",action
72404,Doraemon: Nobita Drifts in the Universe,"Doraemon and friends find themselves in an interstellar war where an army (based on the Galactic Empire) is trying to take over Earth. Of course, our heroes joins another army (based on the Rebel Alliance) to stop the antagonists.",scifi
54315,A Woman's Devotion,A newly-married American couple vacationing in Mexico is prevented by the police from leaving Acapulco when the husband becomes the prime suspect in a local girl's murder.,mystery
73253,Rift,"A PTSD marine goes to extreme measures to rescue his 8 year old brother from a science research facility, where he is being experimented on for his special ability to tap into multi-dimensions across space and time.",scifi
4949,Untitled,A renowned undercover agent in World War II is promised his freedom if he reenter's Nazi-occupied Paris to steal Germany's greatest wartime secret.,action
47596,Presence,"Two young business partners are invited to a week-long yachting voyage with a potential investor. At night, Jennifer's dreams begin to bleed into reality as the others realize that Jennifer may have unknowingly brought something on-board.",horror
69116,Saelo-un maengseo,"The story of three young men who were taken away by the Japanese invaders for forced labor, and after their release they returned to their native fishing village and enthusiastically set about restoring the economy.",romance
36359,Archaon: The Halloween Summoning,"Four college students take possession of a 15th-century Celtic artifact and resurrect the legend of Archaon. Haunting those who dare summon the evil spirit by putting on the mask, one by one they are tormented in the realm of in-between.",fantasy
4559,Warriors: Saving the Queen,"The Queen, Prince and Princess of Kellington are kidnapped so The King enlists a group of warriors to rescue them. He tasks them to rescue The Queen first but it isn't going to be easy.",action
81311,The Commoner,"Modern adaptation of Guy de Maupassant's ""Pierre and Jean"". After their father's death, long kept secrets and a peculiar link to France lead two brothers and their mother to an unimaginable outcome.",thriller
47509,Bloody Birthday,"Three children are born at the height of an eclipse of the sun. Ten years later, they begin to murder the people around them - even their family members.",horror
64380,Joy House,A petty criminal seeks refuge in a house owned by two wealthy American women.,romance
2457,Itao Itsuji no datsugoku-ô,"Masayuki Suzuki is an escape artist. He subsequently becomes a national icon because there isn't a prison that can hold him. He is eventually sent to the Confined (Prison) Island. Can he escape this time, or is he trapped forever?",action
37976,A Wrinkle in Time,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",fantasy
37970,GIAGONAN 3: The Dark Days of Doom,"The conclusion of the first Greek Epic Fantasy Trilogy ""Giagonan"". The movie is about a fellowship quest in order to obtain ""Starsword"", a powerful weapon that can terminate Olkar, a powerful evil wizard.",fantasy
12668,Kismet,"Hajj, a rascally beggar on the periphery of the court of Baghdad, schemes to marry his daughter to royalty and to win the heart of the queen of the castle himself.",adventure
16687,Deadly Commando,"American ambassador is kidnapped by terrorists after an accident with the plane that was taking him to the Philippines, for a special mission.",adventure
51105,Ascension:128,Plot kept under wraps.,horror
24323,The Witness for the Defense,"Stella Derrick is tried for the murder of her vicious husband. She is saved, apparently, by the false testimony of Henry Thresk. But Thresk has motives and malevolent plans of his own.",crime
58447,Death from a Distance,"While a distinguished astronomer is giving a lecture in a planetarium, a shot rings out and one of the audience members is found dead. A tough detective and a brassy female reporter lock horns as they both try to break the case.",mystery
44867,El Observador Divino,"Francisco is a young man of about 30 years, he leads a routine life. After several failures in his life, one night finds a strange company which will make you see your world differently.",fantasy
26841,Where Are You,"A marriage of convenience could be the undoing of a volatile alliance between two ruthless families. A forensic accountant, attorneys, a young boy with supernatural powers may unravel the disappearances, murders and trail of dirty money.",crime
23304,Valley of the Wolves: Gladio,"Iskender Büyük is accused of treachery and coup, and standing trial at constitutional court. This story about ""GLADIO Organization"" is being told from point of view of a deceived insider, and an ex-Special Forces Lt. Iskender Büyük.",crime
34090,Kid Colter,A Boston boy escapes from spies and survives in the wild with tricks from his mountain-man father.,family
55956,Bordertown,"In Mexico, a former lawyer becomes the invaluable second-in-command to a casino owner, whose wife begins to fall for him.",mystery
32039,Rock It!,"When being sent to a boarding school for classical music, teenager Julia discovers rock music - and rock musicians. Torn between these two musical worlds, she has to find her own way.",family
58408,Incredible But True,Alain and Marie moved to the suburb house of their dreams. But the real estate agent warned them: what is in the basement may well change their lives forever.,mystery
65370,Antisex,This is a funny fairy tale about love!,romance
58829,Death Tarot,Hayley and Ken try to solve the murders of local tarot readers.,mystery
44680,Tokyo Ghoul,"A Tokyo college student is attacked by a ghoul, a superpowered human who feeds on human flesh. He survives, but has become part ghoul and becomes a fugitive on the run.",fantasy
83316,Reflections of a Broken Memory,"Under the guidance of a clinical therapist, a detective leads a suspect into his unconscious to unlock the forgotten memories that caused him to lose touch with reality.",thriller
70792,Romance on Lushan Mountain,"Amerian Chinese Zhou is the daughter of a former general of nationalist army. She met Geng on Lushan mountain and fell in love with him, but their love was forbidden ten years ago. Now two lovers reunite on the Lushan mountain.",romance
72253,Thelma,A confused religious girl tries to deny her feelings for a female friend who's in love with her. This causes her suppressed subconsciously-controlled psychokinetic powers to reemerge with devastating results.,scifi
77086,Attack of the Giant Blurry Finger,"In this zany, dry, tongue-in-cheek sci-fi horror comedy, a giant blurry finger comes down from outer space and terrorizes Chloe, a young woman, interrupting her lonely night at home.",scifi
63259,Agaçlar Ayakta Ölür,"The grandchild of an elderly couple runs away from home. The grandfather, who is concerned about his wife's health, starts writing letters to her, pretending to be his grandson. Years later, the real grandson one day sends a telegram.",romance
15406,The Raven's Prey,"A medieval adventure about a queen's emissary whose identity as a ""man of reason"" and non-violence is crushed when he is sent to quell a local rebellion.",adventure
28647,Jesus: The Desire of Ages,"This powerful drama puts a fresh spin on the story of Christ, telling Jesus' story through the eyes of those who knew and loved the Son of Man.",family
63005,Silsila,"SILSILA is a love story, thwarted by society's demands, which reappears as adultery but can it survive in the face of society?",romance
2246,"Kumusta ka, Hudas?","Mario's father (Rudy Fernandez) is a member of a rebel group and when he dies, he takes over his remaining responsibilities. His friend Fidel (Ace Vergel) will stop his beliefs.",action
64575,Alaala kita,The Sweetest Romance Ever Told. A Song To Linger and a Story To Remember Thru the Years.,romance
47730,Slaughterhouse Slumber Party,What started as the debauched annual slumber party for a tight knit group of gal pals becomes a fight for their lives when supernatural evil threatens to destroy the world.,horror
56708,Theodora Goes Wild,"The author of a controversially racy best-selling book tries to hide her celebrity status from her provincial small-town neighbors, who would be scandalized if they knew.",mystery
22793,The Nature of the Beast,"Two men, both hiding a deadly secret, are on a murderous rampage through the desert.",crime
15128,Hawk of the Wilderness,"An expedition arrives on an uncharted jungle island to rescue the local natives, led by a jungle boy, from a volcano that is about to erupt.",adventure
24244,Monster,"A smart, likeable, 17-year-old film student from Harlem sees his world turned upside down when he's charged with a murder. We follow his dramatic journey through a complex legal battle.",crime
44678,The Lovestory of a Tumbler,A steel tumbler finds itself immensely drawn towards another 'inanimate' object.Why?,fantasy
49191,Zombies Vs. Strippers,"The Tough Titty is a strip club that's seen better days. Spider has been losing money on his business for years. Now it's finally getting the traffic he's always wanted... unfortunately, most of his patrons are undead.",horror
408,Boy Recto,"When a busy street named Claro M. Recto becomes a living hell for students and young people, Boy Recto (Ronnie Ricketts) undertakes a dangerous rescue mission to save the youngsters from the attack by various gangsters.",action
85177,Abar Byomkesh,"On vacation in the foothills of Himalayas with his wife Satyabati and his best friend Ajit, private investigator Byomkesh gets embroiled in a simple photograph theft, which is quickly followed by a gruesome murder.",thriller
69778,Anche senza di te,"Sara, a young and diligent elementary school teacher, is about to marry Andrea, but two more men are competing for her. She needs a friendly hand to help her manage work, friends and love.",romance
30819,Die dicke Tilla,Two girls experience dislike at first sight because of their differences. Then they sort things out.,family
9610,Cloudy Mountain,A father and son try to save a small town and its newly-built tunnel that is threatened by natural disasters.,adventure
53324,Spirit Land,"When Michael turns 25, he inherits a Louisiana property of fertile bayous with a dark legacy. Expecting his return is a vengeful female Entity intent on birthing his child and taking his soul to the underworld.",horror
45093,Nocturna,Dracula's granddaughter falls in love with a disco guitarist and runs away to New York City with him.,horror
18881,American Yakuza,An American FBI agent is lured away by the Japanese Mafia--the Yakuza--in this action film.,crime
19450,Misprision,"A Federal Marshal has one day to convince a criminal in his custody to testify. When blackmail fails, he has no choice but to try and befriend him.",crime
54772,The Preview Murder Mystery,A public relations man for a movie studio uses an early form of television to help solve a murder.,mystery
66694,The Crimson Skull,"To rid the range of a gang of outlaws that are rustling cattle and robbing the banks and stagecoaches, cowhand Bob Calem, working on the gang-leader's superstitions, dons a skeleton-costume to strike fear into the gang.",romance
31640,Sideways Stories from Wayside School,"A live action version of the popular Louis Sacher books about a school accidentally built as a tower 30 stories high, with one room per story. Consequently, everything about Wayside School is topsy-turvy.",family
58612,The Golden Mean,"A Russian producer Alexander happened to see an old magazine photo from Cambodia; to his surprise he looks at his grandfather, who had been considered dead during The Great Patriotic War. ...                See full synopsis »",mystery
43186,The Flying Carpet,"A boy finds a special jug and releases an ancient genie. The powerful and kind wizard is ready to fulfill all desires, but he doesn't know anything about the reality of the 20th century.",fantasy
81159,The Last Marshal,"McCleary is a tough Texas lawman. After a group of criminals escape his jail, he follows them to Miami to bring them to justice. Along the way his foul-mouthed rants touch everyone from the thugs he smashes to his law enforcement partners.",thriller
6110,Yu mian fei hu,The feared swordswoman Silver Fox was a child when she saw her father senselessly wounded and her mother raped. It's 18 years later and it's payback time.,action
5930,A Gamers Life,"Jordan starts a YouTube channel for gaming and turns out to be a success, but it doesn't go as planned.",action
63932,Man-Thing,"Agents of an oil tycoon vanish while exploring a swamp marked for drilling. The local sheriff investigates and faces a Seminole legend come to life: Man-Thing, a shambling swamp-monster whose touch burns those who feel fear.",romance
30626,Godzina pasowej rózy,Girl from 1960s travels back in time to 19th century Warsaw.,family
71112,Love Cheyyala Vadda,"A simple village guy, Karthik, transforms into an urban roadside Romeo after a traumatic accident. A hilarious flow of events of him developing unquenchable lust for girls forms the Rom-com story of Love Cheyyala Vadha.",romance
30729,Lost on A Mountain in Maine,"Based on the book by the same name, the film tells the inspiring story of a 12-year-old boy, who, separated from his family by a fast moving storm, must fight to stay alive during his nine-day adventure lost in the backwoods of Maine.",family
81350,Scavengers,When all seems lost in a zombie apocalypse is there any hope or chance at survival?,thriller
46039,Horrorplanet,"A crew of interplanetary archaeologists is threatened when an alien creature impregnates one of their members, causing her to turn homicidal and murder them one by one.",horror
36371,Immortal Demon Slayer,"A giant rebelled against the heavens. It was declared a devil and defeated. The immortal heart evolved into Sun Wukong. The heavens found him, and ravaged his home. He enters the heavenly kingdom, disguised as a human, seeking retribution.",fantasy
86439,Beau Ideal,"After moving to a small mountain community, a troubled writer entangles himself in a new neighbor's abusive family situation.",thriller
67765,Shimmer Lake,An inventive crime thriller told backwards reversing day by day through a week following a local sheriff's quest to unlock the mystery of three small-town criminals and a bank heist gone wrong.,romance
71765,La edad del sol,Famed Argentine folk singer Soledad abandons her planned artistic tour throughout Spain to accompany her schoolmates on a trip to the city of Bariloche.,romance
52760,"A Comedy of Horrors, Volume 1","An anthology of scary stories about clowns, puppets, bridal showers and voodoo.",horror
78092,Zhao hua xi shi,"After driving too fast, A6262 jumps from the year 2037 back 50 years to 1987, where she meets and charms chocolate factory owner Fong.",scifi
46188,Chasing Nightmares,A college student risks her and her friends' lives to track down the meaning behind the nightmares she has about a girl and a delusional masked man.,horror
73212,Escape from Tomorrow,"In a world of fake castles and anthropomorphic rodents, an epic battle begins when an unemployed father's sanity is challenged by a chance encounter with two underage girls on holiday.",scifi
28354,My First Miracle,"This is the story of Angelica, a 16 year-old girl who's battling a rare kind of cancer called Myelodysplastic Syndrome, her struggles to try to live a normal life, and her hopes of finding her first true love before it's too late.",family
18086,Mo jie,Story revolves around a possessed young police woman who kills everyone who gets in her way.,crime
14797,Ragin' Cajun Redneck Gators,"When a young woman comes home from college to her family, mutated alligators start attacking her kin and the rivaling family in the bayou. They must overcome their feuds and fight together against the redneck gators.",adventure
44411,The Othello Syndrome,The film will revolve around morbid jealousy and psychological issues.,fantasy
32130,Swaathi Mutthu,A man suffering from autism marries a young widow against the customs of his village.,family
66665,Never Talk to Strangers,"Sarah Taylor, a criminal psychologist, embarks on a torrid affair with a seductive stranger. However, she begins doubting whether she can trust him when a mysterious stalker begins harassing her.",romance
26327,Vieras mies tuli taloon,"The landlady Astrid Jönsson of a forest farm, hires a job seeker posing as Aaltonen as a farm manager when her mentally ill husband Alfred is unable to work.",crime
75824,Triptosane,Torn between pharmaceutical dependence and psychedelic sanity.,scifi
60171,Juggling Kittens,"Amid the backdrop of local and national tragedies, a directionless teacher and soon-to-be a father descends into the murky underbelly of an Arkansas town when a young student disappears.",mystery
2900,Qing gong qi shi lu,With the impending death of the Emperor Ching one candidate for the throne hires the lady assassin to get rid of another strong contender.,action
20075,"Strip Luna, Strip!","After being pronounced dead by the US government in an accidental mix up, an ordinary office worker gets mixed up in with a pair of criminals on the run, and joins them on a road trip to Mexico.",crime
54552,Dr. Socrates,A small-town doctor gets roped into helping a notorious bank robber.,mystery
27612,Race to Space,In the 1960s a young woman works at NASA as an animal trainer responsible for the chimpanzee who will go into space.,family
39752,The Nine Lives of Tomas Katz,"A man comes to London, uses a strange force to take over different men's identities, and creates chaos.",fantasy
86914,Perfect Days,A twisted young medical student kidnaps the girl of his dreams and embarks on a dark and delirious road trip across the country.,thriller
26869,Let It Bleed,Plot kept under wraps.,crime
43667,Le coeur de madame Sabali,Sabali is a dramatic film with touches of surrealist comedy and science fiction.,fantasy
24500,Echo,A woman finds herself becoming the target of the military after a freak accident leaves her with the ability to harness the power of a nuclear bomb.,crime
46732,Freaks of Nature,"In the town of Dillford, humans, vampires and zombies were all living in peace - until the alien apocalypse arrived. Now three teenagers - one human, one vampire, and one zombie - have to team up to figure out how to get rid of the visitors.",horror
7447,Once Upon a Time in Karachi,Its a comedy action revolves around the Karachi's situation.,action
23313,30 jours max,"Rayane, a clumsy cop, finds that he only has 30 days left. He uses this time to try to become the hero of his police station.",crime
12477,Mira,"A father working on a space station has to save his 15-year-old daughter after a meteorite shower hits Earth, using only satellite phones and cameras.",adventure
33949,Archie,"Archie is a small boy with learning difficulties. He is written off by just about everyone, until he makes an unlikely friendship that changes everything...",family
82658,The Last Victim,"The Last Victim is a Neo Western thriller set in the American southwest, following Sheriff Hickey trying to solve the worst case he has seen in his small town, likely caused by a violent local gang led by a fearsome criminal.",thriller
88560,Chernobyl Diaries,"Six tourists hire an extreme tour guide who takes them to the abandoned city Pripyat, the former home to the workers of the Chernobyl nuclear reactor. During their exploration, they soon discover they are not alone.",thriller
12994,As Far as My Feet Will Carry Me,"A German Army officer is captured by the Soviets in World War 2 and ssent to a labour camp in the Eastern part of Siberia. After five years of enormous hardship he escapes, commencing an incredible, arduous, danger-filled journey.",adventure
80459,Deadly Harvest,"A farmer struggles to keep food on the table, and regain his son who has joined a gang of marauding city-folk during the world's worst famine.",scifi
19852,No. 7 Brick Row,"A northern toy factory workman is framed by the manager, who is thwarted by a the forewoman.",crime
19411,Grey Lady,"A Boston police officer goes to Nantucket to investigate the murder of his partner, but he finds more than he bargained for.",crime
20851,LasseMajas detektivbyrå - Kameleontens hämnd,"Around the time that the chief of police is elected the Most Popular Citizen of Valleby, a thief and impostor is released after two decades in jail and returns to the town with a revenge plan in mind.",crime
80227,Mnemophrenia,"Mnemophrenia is a futuristic drama about a new psychosis that arises from advanced virtual reality technology, which causes people to be unable to distinguish between real and artificial memories.",scifi
47166,Laurence,A young photographer fears he's being haunted by a vengeful spirit.,horror
77778,Will-o'-the-Wisp,"2069, an erotic year if ever there was one, but a fateful year for a king without a crown.",scifi
8715,V for Vendetta,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.",action
57770,Don't Look Back,"When a young woman overcoming her traumatic past is among several witnesses who see a man fatally assaulted and don't intervene, they find themselves targeted by someone, or something, out for revenge.",mystery
86206,Compromising Positions,An ex-newspaper woman who is now a suburban housewife can't resist getting involved in an investigation of the murder of a philandering dentist who had been having affairs with several of her neighbors.,thriller
70641,Open Five,"A blend of reality and fiction, ""Open Five"" follows the story of Jake, a struggling musician and his sidekick, Kentucker, a maker of ""poor"" films and what happens when two girls (Lucy and Rose) venture down to Memphis for a long weekend.",romance
61534,Die Kinder der Toten,"Based on the 1995 novel ""The Children of the Dead"" by unorthodox author Elfriede Jelinek. About the mental repression of the Holocaust in post-war Austria, with zombie children.",mystery
83447,Antipode,"When his dead brother's dog tags turn up at the scene of a murder, a man consults with a scientist to piece together a mystery but finds deadly results.",thriller
28091,Hanni and Nanni 2,"Summer break is over and the twins return to Lindenhof, which has changed very much because Mademoiselle Bertoux has taken over while Mrs. Theobald is traveling.",family
75712,Hot,"A comic yet ultimately devastating look at an apocalyptic future Los Angeles torn apart by a dangerous virus, most of its victims left unconscious to die slowly.",scifi
36397,Brotherwand,"Shortly after the death of Voldemort, a secret mission is hatched to put the final nail in the Dark Lord's coffin.",fantasy
83068,Candy Corn,"It's Halloween weekend and a group of bullies are planning their annual hazing on local outcast, Jacob Atkins. When they take things too far, he's resurrected to seek revenge against those that wronged him.",thriller
37628,Jumanji: The Next Level,"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",fantasy
23237,Henry: Portrait of a Serial Killer,"Arriving in Chicago, Henry moves in with ex-con acquaintance Otis and starts schooling him in the ways of the serial killer.",crime
39549,The Visitors,"A medieval knight and his servant ask a familiar wizard to move them back in time to prevent father-in-law's accidentally killing. Instead, they fly away to the 20th century.",fantasy
63242,We Are Not Alone,"A husband hires a lonely pretty young woman to work as a nanny for his son. His wife becomes instantly jealous and things take turn for the worst. In the background, World War II is in the air, and anti-German sentiment is on the rise.",romance
66393,The Divine Jetta,A Berlin songwriter and showman wins away a popular music hall star from an undeserving country nobleman.,romance
30158,Minecraft,"The malevolent Ender Dragon sets out on a path of destruction, prompting a young girl and her group of unlikely adventurers to set out to save the Overworld.",family
2312,Khaidi No. 150,A convict who plans to escape the country unexpectedly switches his place with a good Samaritan who fights for the rights of poor farmers.,action
62931,Al borde de la línea,Laura wakes up in an empty bus in an unknown area of Caracas. Now she has to unveil the truth behind what seemed to be a common episode of drug induced abduction.,mystery
51095,The Wrath of Becky,"After living off the grid for two years, Becky finds herself going toe to toe against Darryl, the leader of a fascist organization, on the eve of an organized attack.",horror
59763,Motel,The discovery of the mutilated body of a wealthy woman leads a detective to an isolated motel.,mystery
66515,Puccini for Beginners,A recently-singled New York writer finds herself in two surprising and complicated relationships.,romance
83500,Metamorphosis,"Metamorphosis is a movie about identity, burden of existence and the mystery of life and death.",thriller
24241,Seven Bridges Road,"10 African American women from the poor side of the tracks disappear or are killed in a small, southern community over a decade. At the same time, a leading white woman is murdered. Her killer is caught in 24 hours. Based on actual events.",crime
22663,Camcorder,A man makes a documentary about women who have survived abusive relationships.,crime
8507,The Composer,"A true-life story based on Maestro Dino Zonic and his creative struggle through his triumphant journey, which propelled him into fighting when the city he loved and lived in is challenged by aggression.",action
9664,Festival Heist,"FISHER, a one-time millionaire needs a break. It's a long story, but dialing the wrong number a few years ago has now created a life or death dilemma for her. She is in debt and creativity is the only currency she has left to play with.",adventure
65165,Once Upon a Time in the Midlands,"After seeing his ex-girlfriend (Henderson) turn down a nationally televised marriage proposal, a small-time crook (Carlyle) returns to his hometown to try and win back her heart.",romance
39242,Butai Yu Yu Hakusho,"A delinquent teenager is killed in a car accident, and is resurrected as an investigator of the supernatural.",fantasy
75998,Multiverse,Four brilliant university students are forced to confront themselves in terrifying ways when their Quantum Physics experiment leads to an entangled parallel existence that leaves them questioning who they are and what is real.,scifi
2075,The Magic Door (A Rec Room Movie),"A group of 3 friends All group up for the first time in a while and go to play basketball in their old hang out spot, After a series of events they're all sucked into the Door and must try find a way out.",action
138,The Angel,"As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.",action
16466,The Island of Whispers, A group of adventurers visits a haunted island plagued by restless spirits and vengeful ghosts as they uncover the island's dark past.,adventure
6310,Ninja Demon's Massacre,"Police are hot on the heels of ninjas involved in international espionage and that's got ninja gang leader Willie worried. When the police try to trick him, Willie reaches his boiling point.",action
18497,Käuzchenkuhle,Three teen amateur sleuths help the police to solve a case in which the grandfather of one of them is involved.,crime
55923,The Tunnel,An investigation into a government cover-up leads to a network of abandoned train tunnels deep beneath the heart of Sydney. As a journalist and her crew hunt for the story it quickly becomes clear the story is hunting them.,mystery
48381,"Goodbye, 20th Century","In the year 2019, after global destruction and descent into savagery, the immortal Kuzman discovers his destiny. As he enters the whirling circles of time, he discovers the blasphemy of our century, and how it is to close its circle.",horror
78876,Robot/Girlfriend,"This futuristic story poses the question, ""How can a robot who is incapable of harming humans bring resolution to a people who so willfully hurt one another?""",scifi
62916,Dr. Gift,80's slasher with a haunting ghost story.,mystery
22233,Yu-wol-ui il-gi,On their chase of a serial killer two cops find a diary in which all committed murders and many more to come are predicted.,crime
59733,Desert Cathedral,"A broken real estate developer mysteriously disappears into the Southwest in 1992, leaving behind a series of VHS tapes to his employer and family.",mystery
71832,Escaping Freedom,An estranged brother and sister attempt to reconnect after choosing very different paths in life.,romance
410,The Leathernecks Have Landed,"A tough ex-marine joins a smuggler shipping arms to Chinese bandits. When his old outfit takes on the outlaws,he has a change of heart.",action
81732,The Void,"Shortly after delivering a patient to an understaffed hospital, a police officer experiences strange and violent occurrences seemingly linked to a group of mysterious hooded figures.",thriller
75297,Subterrain,"In an Ozone-depleted future world, a group of underground colonists discover a mysterious alien substance that could save the world -- or destroy it.",scifi
18191,313 Detectives,"Detroit Narcotics unit is undercover the Detectives are trying to make a drug deal Bust but not knowing that Marcus- ""Drug Lord King Pin"" it gets deeper they are in for the fight of their lives. whats more important, Lust or Loyalty",crime
12762,Neerali,"Sunny meets with an accident. As his life hangs in the balance on the edge of a cliff in the middle of nowhere, he must not only contend with the great adversity he is in, but the adversaries lurking in the shadows as well.",adventure
38920,The Edge of Her Mind Anthology,"A powerful anthology of short films, made by and about women, shining a compassionate light on mental health.",fantasy
81337,Machination,"An anxious woman struggles to cope in isolation as a pandemic sweeps the world, forcing her to confront the monsters in her head.",thriller
62570,Pierre,The story of a Italian magician who is hired by her majesty service to protect the world.,mystery
15653,Hogi's Family ...eine total stachelige Angelegenheit,Hedgehog Hogi's life and adventures told from a hedgehog's perspective.,adventure
66120,En busca del amor,"A story ""Love, glamorous and with little social criticism, in which what interests me is to show how feelings remain the vicissitudes of life""",romance
78577,Oigyeseo on Ulemae 2,"The Thunderhawk team is back, this time they must take on three evil aliens who use their mind control powers on humans.",scifi
23252,Enemy Agents Meet Ellery Queen,Detective Ellery Queen aids Free Dutch agents battle Nazi spies over a prize of industrial diamonds.,crime
10028,Kyokuskin kenka karate burai ken,"This movie is based on the true life story of a Korean fighter named Choi Bae-dal (who later changed his name to Masutatsu Oyama), the founder of Kyokushin Karate in Japan.",adventure
4706,Crooked Badge,"A classic game of cat and mouse, except the cat cant sniff out who's mouse.",action
31184,School of Horrors,"Before they depart on a vacation, two parents deposit their young son at a school -- a haunted school.",family
25483,Manikanda,A lover finds that his prospective father-in-law wants him dead.,crime
59604,Boston Blackie's Chinese Venture,"Blackie is seen leaving a Chinese laundry where the proprietor has been murdered, and must track down the real killer in Chinatown.",mystery
56234,Ghajini,A short-term memory loss patient sets out on his journey to avenge the death of his beloved girl.,mystery
39379,Twice Upon a Yesterday,"A shambling, out-of-work actor, desperate to win back the affections of his ex-girlfriend, unexpectedly stumbles upon a way to turn back the clock.",fantasy
71701,Teri Meri Love Story,"Sonia falls in love with Zaid and wants a typical, dramatic love marriage. However when that doesn't happen, she takes matters in her own hands and ends up creating more problems than she wished for.",romance
61185,Free Fall,A father's rock climbing adventure with his estranged daughter takes a tragic turn when a storm approaches.,mystery
30999,Mission: S.O.P.,A 10-year-old girl plans a mission to save her family by Christmas.,family
8278,Adormidera,"A group of five surviving soldiers in the late 1300's are returning home, however along the journey they encounter an unforeseen turn of events.",action
74319,Kill Order,A troubled high school student discovers the truth behind his hidden abilities.,scifi
62080,The Saint in Palm Springs,"Inspector Fernack asks Simon to watch over an old friend who's carrying $200,000 worth of postage stamps, but the friend is killed, and the stamps stolen.",mystery
13154,Post Impact,"After a meteor strike starts a new ice age, a group of survivors tries to find a device that could give mankind new hope",adventure
41466,Ink & Rain,"Set in the post-apocalypse, a group of fighters believe they're fighting for their freedom, until they realize they're in a comic book.",fantasy
15421,From Kilimanjaro with Love,"A local drifter is just living his life when a spunky and demanding young lady shows up on his doorstep and drags him into a web of chaos, mystery, and ultimately treasure.",adventure
48330,Null and Binding,Ruby disappears after answering an ad that promises to take away her fears. The last person to see her was a man named Vincent Knaves.,horror
84983,10-57,"After the sudden death of her father, a journalist stationed in Syria must return to her home towns to face the demons lying within a string of unsolved child abduction murder cases she's been running from for years.",thriller
5792,Ghost in the Graveyard,"The town of Mt. Moriah comes under the thumb of Martha, a ghost who comes back to haunt the teens, who witnessed her death as children, during a ""game"" of 'Ghost in the Graveyard.'",action
30124,Neseli Günler,A mid-aged couple with 6 kids who are running a pickle shop gets divorced with 3 kids each. The family members find each other years later with a funny story.,family
86517,The Weight of Life,"Sometimes life takes strange directions, and these directions are not in human hands. Yet, at other times, a human hand can make a world of difference.",thriller
82025,Gangs of Phoolan,Gangs of Phoolan will highlight the problems and concerns of the tribal community.,thriller
24322,Who Killed Cock Robin?,"The story about an ambitious journalist who eagerly pursues a long-forgotten accident. When the sole survivor of the accident suddenly disappears, he realizes that nothing is what it seems, and the unimaginable dark truth will haunt him for the rest of his life.",crime
